[     430ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/compiled/react-dom/cjs/react-dom-client.development.js:25630
[   80147ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[   90182ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  100295ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  110492ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  120549ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  126709ms] [LOG] [Fast Refresh] rebuilding @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/dev/hot-reloader/app/hot-reloader-app.js:196
[  126970ms] [LOG] [Fast Refresh] done in 262ms @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/dev/report-hmr-latency.js:13
[  127381ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://localhost:3333/api/photos/demo-2/like:0
[  130923ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  141132ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  146544ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://localhost:3333/api/photos/demo-1/like:0
[  151202ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  161819ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  171999ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  182077ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  192112ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  202289ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  212316ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  222354ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  232630ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  242938ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  253026ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  263263ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  273367ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  283406ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  293576ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  303673ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  314471ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  324583ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  334753ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  344808ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  354931ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  365059ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  375188ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  385618ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  396044ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  406587ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  416850ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  426887ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  436997ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  447109ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  457204ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  467563ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  477699ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  487764ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  497898ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  508439ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  518752ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  528852ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  539014ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  549502ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  559610ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  569725ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  579763ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  589799ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  600013ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  610133ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  620230ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  630456ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  640800ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  650826ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  660870ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  670979ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  681005ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  691046ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  701152ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  711187ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  721319ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  732029ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  742094ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  752180ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  762394ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  772477ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  782587ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  792693ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  803402ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  813451ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  823561ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  833663ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  843850ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  853970ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  864132ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
[  874259ms] [ERROR] WebSocket connection to 'wss://example.supabase.co/realtime/v1/websocket?apikey=public-anon-key&vsn=2.0.0' failed: Error in connection establishment: net::ERR_NAME_NOT_RESOLVED @ webpack-internal:///(app-pages-browser)/./node_modules/@supabase/phoenix/priv/static/phoenix.mjs:1441
